Datettime,Max_Temp,Max Temp Flag,Min_Temp,Mean_Temp,Total_Rain_mm,Total_Snow_cm,Total_Precip_mm,Snow_on_Grnd_cm,Dir_of_Max_Gust,,
2016-03-31,16.5,,5.7,11.1,28,0,28,,18,,
2016-04-01,16.4,,3.2,9.8,2.4,0,2.4,,26,,
2016-04-02,9,,-3.1,3,2.2,0,2.2,,27,,
2016-04-03,-3,,-9.3,-6.2,0,0,0,,28,,
2016-04-04,-2.8,,-10,-6.4,0,0,0,,4,,
2016-04-05,-0.2,,-9.2,-4.7,0,0,0,,26,,
2016-04-06,3.8,,-5.3,-0.8,0,10.6,10.4,4,15,,
2016-04-07,4.3,,0.2,2.3,43.4,1.4,45.4,4,22,,
2016-04-08,3.9,,-3.7,0.1,2,0.2,2.2,0,23,,
2016-04-09,1.7,,-6,-2.2,0,0,0,0,34,,
2016-04-10,2.1,,-6.9,-2.4,0,0,0,,22,,
2016-04-11,7.4,,-1.4,3,14.4,2.8,17.6,2,15,,
2016-04-12,8.5,,-0.2,4.2,0.6,0,0.6,,27,,
2016-04-13,6.3,,-1.9,2.2,0,0,0,,,,
2016-04-14,9.6,,-2,3.8,0,0,0,,,,
2016-04-15,13.2,,-0.6,6.3,0,0,0,,5,,
2016-04-16,15,,1.2,8.1,0,0,0,,6,,
2016-04-17,22,,2.6,12.3,0,0,0,,,,
2016-04-18,11.7,,4.8,8.3,12.2,0,12.2,,4,,
2016-04-19,14.2,,2.4,8.3,0,0,0,,30,,
2016-04-20,12.5,,0.2,6.4,0,0,0,,,,
2016-04-21,21.5,,2.3,11.9,0.2,0,0.2,,,,
2016-04-22,16.5,,6.1,11.3,8.2,0,8.2,,32,,
2016-04-23,12.5,,2.1,7.3,0,0,0,,29,,
2016-04-24,11.3,,-0.6,5.4,0,0,0,,26,,
2016-04-25,9.8,,-0.1,4.9,0,0,0,,2,,
2016-04-26,8.4,,0.4,4.4,0,0,0,,4,,
2016-04-27,7.1,,-1.3,2.9,0,0,0,,25,,
2016-04-28,6.9,,-1.2,2.9,0,0,0,,,,
2016-04-29,11.6,,-1.6,5,0,0,0,,36,,
2016-04-30,15.1,,1.2,8.2,0,0,0,,,,
2016-05-01,10.3,,4.7,7.5,9.6,0,9.6,,,,
2016-05-02,8.8,,4.4,6.6,1.4,0,1.4,,,,
2016-05-03,13.8,,1.4,7.6,0,0,0,,16,,
2016-05-04,14,,3.7,8.9,0,0,0,,4,,
2016-05-05,17.2,,5.4,11.3,0,0,0,,3,,
2016-05-06,21,,6.4,13.7,0,0,0,,5,,
2016-05-07,22.4,,13.2,17.8,1.4,0,1.4,,16,,
2016-05-08,13.2,,2.1,7.7,7.8,0,7.8,,28,,
2016-05-09,11.5,,1.1,6.3,0,0,0,,25,,
2016-05-10,19.2,,6.1,12.7,0,0,0,,23,,
2016-05-11,20.7,,4.6,12.7,0,0,0,,,,
2016-05-12,25.2,,9.2,17.2,0,0,0,,,,
2016-05-13,21.2,,12.9,17.1,4.4,0,4.4,,25,,
2016-05-14,21.4,,8.3,14.9,5.4,0,5.4,,22,,
2016-05-15,10.1,,2,6.1,0.6,0,0.6,,27,,
2016-05-16,9.6,,2.8,6.2,0,0,0,,30,,
2016-05-17,14.5,,3.7,9.1,0.2,0,0.2,,31,,
2016-05-18,17.8,,5.2,11.5,0,0,0,,,,
2016-05-19,20.2,,7.8,14,0.2,0,0.2,,35,,
2016-05-20,23.7,,8.3,16,0,0,0,,20,,
2016-05-21,24.8,,11.2,18,0,0,0,,,,
2016-05-22,25.7,,11.4,18.6,0,0,0,,5,,
2016-05-23,26.5,,11.2,18.9,0,0,0,,,,
2016-05-24,29,,11.6,20.3,0,0,0,,,,
2016-05-25,26.3,,12.9,19.6,0,0,0,,24,,
2016-05-26,24.5,,11.7,18.1,0,0,0,,,,
2016-05-27,31.7,,13.9,22.8,1.2,0,1.2,,21,,
2016-05-28,28.4,,16.1,22.3,0,0,0,,4,,
2016-05-29,27.9,,15.8,21.9,1.4,0,1.4,,3,,
2016-05-30,29.4,,19.1,24.3,0,0,0,,22,,
2016-05-31,25.4,,15.4,20.4,0,0,0,,26,,
2016-06-01,24.8,,13.4,19.1,0,0,0,,3,,
2016-06-02,22.1,,18.3,20.2,6.4,0,6.4,,14,,
2016-06-03,26.4,,16.7,21.6,0,0,0,,25,,
2016-06-04,26.6,,14.1,20.4,0,0,0,,,,
2016-06-05,19.4,,15,17.2,32,0,32,,11,,
2016-06-06,23.1,,17,20.1,1,0,1,,23,,
2016-06-07,22.5,,12.7,17.6,1.2,0,1.2,,24,,
2016-06-08,13.9,,8.7,11.3,1,0,1,,27,,
2016-06-09,14.1,,7.9,11,0.2,0,0.2,,29,,
2016-06-10,20.8,,8.1,14.5,0,0,0,,24,,
2016-06-11,16.1,,11.2,13.7,0,0,0,,10,,
2016-06-12,16,,10.3,13.2,0,0,0,,30,,
2016-06-13,20.8,,9.7,15.3,4.6,0,4.6,,3,,
2016-06-14,25.9,,9.3,17.6,0,0,0,,26,,
2016-06-15,27.7,,12.5,20.1,0,0,0,,20,,
2016-06-16,26.3,,12.4,19.4,0,0,0,,4,,
2016-06-17,28.3,,12.1,20.2,0,0,0,,9,,
2016-06-18,30.6,,13.2,21.9,0,0,0,,20,,
2016-06-19,31.5,,18.9,25.2,0,0,0,,23,,
2016-06-20,32.9,,20.4,26.7,0,0,0,,23,,
2016-06-21,24.6,,16.9,20.8,0,0,0,,27,,
2016-06-22,21.8,,13.6,17.7,7.6,0,7.6,,26,,
2016-06-23,24.7,,13.4,19.1,0.2,0,0.2,,27,,
2016-06-24,25.7,,11.5,18.6,0,0,0,,,,
2016-06-25,30.2,,15.7,23,0,0,0,,,,
2016-06-26,32.5,,17.3,24.9,0,0,0,,22,,
2016-06-27,28,,20.6,24.3,2.8,0,2.8,,21,,
2016-06-28,27.8,,18,22.9,8.8,0,8.8,,14,,
2016-06-29,23,,15,19,1.4,0,1.4,,27,,
2016-06-30,28.3,,14.6,21.5,0,0,0,,22,,
2016-07-01,27.4,,15.1,21.3,4.6,0,4.6,,20,,
2016-07-02,20.5,,13.2,16.9,0,0,0,,27,,
2016-07-03,27.2,,12.7,20,2,0,2,,26,,
2016-07-04,29.1,,16,22.6,0,0,0,,22,,
2016-07-05,30.2,,16.5,23.4,0,0,0,,22,,
2016-07-06,31.3,,18.8,25.1,0,0,0,,23,,
2016-07-07,25.6,,16.6,21.1,0.2,0,0.2,,1,,
2016-07-08,23.1,,16.1,19.6,0,0,0,,4,,
2016-07-09,19.3,,16.5,17.9,16,0,16,,3,,
2016-07-10,19.1,,12.3,15.7,0.6,0,0.6,,3,,
2016-07-11,27.9,,11.8,19.9,0,0,0,,21,,
2016-07-12,29,,17.6,23.3,0,0,0,,,,
2016-07-13,33.7,,20.1,26.9,0,0,0,,22,,
2016-07-14,29.3,,20,24.7,7.2,0,7.2,,25,,
2016-07-15,29,,19,24,1,0,1,,28,,
2016-07-16,24.4,,15.9,20.2,0,0,0,,,,
2016-07-17,26.8,,19.2,23,0,0,0,,22,,
2016-07-18,28.9,,18.7,23.8,16,0,16,,26,,
2016-07-19,23.6,,14.9,19.3,0.2,0,0.2,,29,,
2016-07-20,26.8,,14.4,20.6,0,0,0,,24,,
2016-07-21,30.8,,17.4,24.1,2.6,0,2.6,,23,,
2016-07-22,32.7,,21.1,26.9,0.8,0,0.8,,24,,
2016-07-23,27.5,,17.5,22.5,17.2,0,17.2,,4,,
2016-07-24,25.4,,13.2,19.3,0,0,0,,22,,
2016-07-25,26.2,,18.7,22.5,5.8,0,5.8,,23,,
2016-07-26,27.8,,19.2,23.5,0,0,0,,27,,
2016-07-27,30.1,,18.1,24.1,0,0,0,,21,,
2016-07-28,28.3,,19.1,23.7,0,0,0,,21,,
2016-07-29,26.5,,16.4,21.5,0,0,0,,28,,
2016-07-30,26,,17.6,21.8,0,0,0,,21,,
2016-07-31,28.9,,15.9,22.4,0,0,0,,19,,
2016-08-01,27.6,,18.9,23.3,0,0,0,,18,,
2016-08-02,29.2,,17.7,23.5,0,0,0,,16,,
2016-08-03,30.3,,16.7,23.5,0,0,0,,21,,
2016-08-04,32.2,,21.7,27,0,0,0,,21,,
2016-08-05,33.8,,20.9,27.4,0,0,0,,21,,
2016-08-06,28.7,,19.4,24.1,0,0,0,,28,,
2016-08-07,26.8,,17.2,22,0,0,0,,30,,
2016-08-08,29.1,,16.1,22.6,0,0,0,,27,,
2016-08-09,29.2,,12.8,21,0,0,0,,19,,
2016-08-10,32.5,,20.1,26.3,0,0,0,,21,,
2016-08-11,31.8,,22.2,27,0,0,0,,28,,
2016-08-12,26.7,,18.5,22.6,3.2,0,3.2,,3,,
2016-08-13,20.4,,16.6,18.5,33,0,33,,30,,
2016-08-14,26,,17.2,21.6,15.8,0,15.8,,29,,
2016-08-15,27.1,,16.9,22,0,0,0,,21,,
2016-08-16,25.1,,16.9,21,67,0,67,,6,,
2016-08-17,27.3,,16.7,22,0.2,0,0.2,,21,,
2016-08-18,27.5,,17.5,22.5,0,0,0,,27,,
2016-08-19,27.1,,15,21.1,0,0,0,,21,,
2016-08-20,29.6,,18.6,24.1,0,0,0,,16,,
2016-08-21,27.3,,18.7,23,14.8,0,14.8,,18,,
2016-08-22,21.8,,13.3,17.6,0.8,0,0.8,,28,,
2016-08-23,26.6,,13.2,19.9,0,0,0,,21,,
2016-08-24,28.6,,18.6,23.6,0,0,0,,21,,
2016-08-25,26.5,,21.9,24.2,1.8,0,1.8,,21,,
2016-08-26,28.3,,20.3,24.3,0,0,0,,28,,
2016-08-27,26.2,,16.7,21.5,0,0,0,,29,,
2016-08-28,28.1,,19.3,23.7,0,0,0,,18,,
2016-08-29,25.2,,17.2,21.2,0,0,0,,29,,
2016-08-30,25.7,,15.7,20.7,0,0,0,,21,,
2016-08-31,26.1,,17,21.6,8.4,0,8.4,,21,,
2016-09-01,22.7,,13.8,18.3,0.4,0,0.4,,21,,
2016-09-02,21.6,,13.1,17.4,0,0,0,,30,,
2016-09-03,22.3,,11,16.7,0,0,0,,,,
2016-09-04,24.8,,12.6,18.7,0,0,0,,,,
2016-09-05,26.8,,12.6,19.7,0,0,0,,,,
2016-09-06,27.8,,14.1,21,0,0,0,,,,
2016-09-07,29.5,,16.1,22.8,1,0,1,,,,
2016-09-08,25.5,,21.4,23.5,12.2,0,12.2,,22,,
2016-09-09,27.1,,19.3,23.2,0,0,0,,26,,
2016-09-10,27.3,,16.8,22.1,5.4,0,5.4,,16,,
2016-09-11,23.2,,10.2,16.7,1,0,1,,26,,
2016-09-12,22.9,,10.3,16.6,0,0,0,,22,,
2016-09-13,26.7,,13.4,20.1,0,0,0,,22,,
2016-09-14,21.7,,9.7,15.7,0.6,0,0.6,,34,,
2016-09-15,17.4,,7,12.2,0,0,0,,,,
2016-09-16,20.6,,7.8,14.2,0,0,0,,,,
2016-09-17,23.5,,13.9,18.7,2,0,2,,22,,
2016-09-18,25.9,,19.2,22.6,0.8,0,0.8,,21,,
2016-09-19,26.1,,15.2,20.7,0,0,0,,,,
2016-09-20,26.5,,13.8,20.2,0,0,0,,23,,
2016-09-21,26.4,,12.3,19.4,0,0,0,,26,,
2016-09-22,22.2,,11.8,17,1.6,0,1.6,,3,,
2016-09-23,18.3,,8.3,13.3,2.6,0,2.6,,1,,
2016-09-24,17.7,,5.6,11.7,0,0,0,,29,,
2016-09-25,17.1,,6.1,11.6,0,0,0,,29,,
2016-09-26,18.3,,4.3,11.3,1.2,0,1.2,,12,,
2016-09-27,20.9,,11.9,16.4,2.4,0,2.4,,29,,
2016-09-28,21,,10.1,15.6,0,0,0,,4,,
2016-09-29,18.2,,8.1,13.2,0,0,0,,5,,
2016-09-30,18.8,,8,13.4,0,0,0,,5,,
2016-10-01,18.1,,11.6,14.9,0,0,0,,,,
2016-10-02,16,,13.1,14.6,1.6,0,1.6,,,,
2016-10-03,19.4,,8.5,14,0,0,0,,4,,
2016-10-04,19.3,,5.1,12.2,0,0,0,,,,
2016-10-05,20.5,,7.6,14.1,0,0,0,,,,
2016-10-06,23.4,,8.8,16.1,0,0,0,,,,
2016-10-07,25,,9.9,17.5,0,0,0,,16,,
2016-10-08,17.6,,10.6,14.1,17.6,0,17.6,,26,,
2016-10-09,13.8,,4.8,9.3,0,0,0,,0,,
2016-10-10,11.8,,2.6,7.2,0,0,0,,30,,
2016-10-11,16.7,,3.1,9.9,0,0,0,,,,
2016-10-12,20.2,,8.8,14.5,0,0,0,,16,,
2016-10-13,14.4,,3.7,9.1,7.4,0,7.4,,28,,
2016-10-14,10.7,,0.7,5.7,0,0,0,,,,
2016-10-15,16,,4.5,10.3,0,0,0,,15,,
2016-10-16,18.3,,11.3,14.8,13,0,13,,22,,
2016-10-17,15.6,,8.2,11.9,0,0,0,,2,,
2016-10-18,24.3,,8.4,16.4,5.8,0,5.8,,23,,
2016-10-19,17.1,,9.1,13.1,0,0,0,,29,,
2016-10-20,12.4,,7.5,10,26.4,0,26.4,,7,,
2016-10-21,10.3,,7.8,9.1,32.8,0,32.8,,1,,
2016-10-22,8.1,,2.6,5.4,29.4,0,29.4,,27,,
2016-10-23,10.2,,3.2,6.7,2.6,0,2.6,,27,,
2016-10-24,7,,3,5,0,0,0,,27,,
2016-10-25,6.9,,-0.6,3.2,0,0,0,,30,,
2016-10-26,3.4,,-0.8,1.3,0,0,0,,,,
2016-10-27,6.2,,-1,2.6,16.4,0,16.4,,8,,
2016-10-28,5.7,,3.7,4.7,3,0,3,,7,,
2016-10-29,7.7,,3.2,5.5,7,0,7,,13,,
2016-10-30,6.5,,4.1,5.3,0,0,0,,,,
2016-10-31,4.6,,1.6,3.1,0,0,0,,,,
2016-11-01,11.2,,-0.3,5.5,0.4,0,0.4,,15,,
2016-11-02,15.2,,6.6,10.9,0,0,0,,,,
2016-11-03,10.7,,5.6,8.2,10,0,10,,34,,
2016-11-04,5.6,,0.5,3.1,0.4,0,0.4,,23,,
2016-11-05,8.6,,2.2,5.4,1.2,0,1.2,,,,
2016-11-06,9.1,,-1.6,3.8,0.4,0,0.4,,34,,
2016-11-07,10.8,,-3,3.9,0,0,0,,,,
2016-11-08,16,,0.8,8.4,0,0,0,,,,
2016-11-09,10,,-0.8,4.6,0.2,0,0.2,,1,,
2016-11-10,12.3,,-1.9,5.2,0,0,0,,23,,
2016-11-11,11.8,,-1.3,5.3,1.8,0,1.8,,30,,
2016-11-12,7.4,,-3.3,2.1,0,0,0,,23,,
2016-11-13,11,,6.3,8.7,0,0,0,,23,,
2016-11-14,13.1,,4.7,8.9,0,0,0,,24,,
2016-11-15,11.8,,2.3,7.1,0.4,0,0.4,,2,,
2016-11-16,7.9,,5.7,6.8,3.2,0,3.2,,2,,
2016-11-17,10.4,,1.6,6,0,0,0,,,,
2016-11-18,8.6,,-1.1,3.8,0,0,0,,,,
2016-11-19,9.6,,2.3,6,0,0,0,,25,,
2016-11-20,6.2,,-0.5,2.9,11.6,3.4,15,1,26,,
2016-11-21,-0.5,,-2.4,-1.5,0,4,4.4,5,26,,
2016-11-22,-0.1,,-1.8,-1,0,0.2,0.2,3,29,,
2016-11-23,-0.1,,-3.8,-2,0,0,0,3,23,,
2016-11-24,0.6,,-1.6,-0.5,0,2,2.6,2,,,
2016-11-25,1.4,,0.1,0.8,0.2,0.4,0.6,3,,,
2016-11-26,2.5,,-0.6,1,1.4,0,1.4,0,23,,
2016-11-27,2.3,,-0.4,1,0,0,0,0,27,,
2016-11-28,-0.3,,-2.8,-1.6,0,0,0,0,5,,
2016-11-29,2.2,,-1.6,0.3,9.2,0,9.2,,4,,
2016-11-30,8.2,,1.2,4.7,6,0,6,,10,,
2016-12-01,8.5,,4.5,6.5,19.2,0,19.2,,23,,
2016-12-02,5.8,,1.7,3.8,1.6,0,1.6,,26,,
2016-12-03,3.5,,-0.4,1.6,0,0,0,0,31,,
2016-12-04,1.2,,-3.9,-1.4,0,0,0,,,,
2016-12-05,-2.2,,-5.5,-3.9,0,6.6,5.4,0,,,
2016-12-06,1.3,,-7,-2.9,0,0,0,7,,,
2016-12-07,3.1,,-1.7,0.7,0.8,1.2,2.2,7,23,,
2016-12-08,2.3,,-3.2,-0.5,0,3.4,3.4,1,24,,
2016-12-09,-3,,-8.3,-5.7,0,0,0,3,31,,
2016-12-10,-5.2,,-11.6,-8.4,0,0,0,2,,,
2016-12-11,-3.8,,-13.7,-8.8,0,0.4,0.4,2,,,
2016-12-12,-2.6,,-6.3,-4.5,0,15.2,12.2,8,28,,
2016-12-13,2.2,,-7.5,-2.7,0,1.4,1.4,14,21,,
2016-12-14,-0.6,,-8,-4.3,0,0.4,0.4,15,23,,
2016-12-15,-7.7,,-20.5,-14.1,0,1.2,0.6,15,30,,
2016-12-16,-15.3,,-23.5,-19.4,0.2,0,0.2,15,28,,
2016-12-17,-7.6,,-15.7,-11.7,0,4.8,4.8,12,1,,
2016-12-18,-3.6,,-17.3,-10.5,3.2,1.6,6.4,10,27,,
2016-12-19,-11.2,,-22.5,-16.9,0,0,0,10,,,
2016-12-20,-0.1,,-17.1,-8.6,0,0,0,10,23,,
2016-12-21,2.3,,-0.4,1,0,0,0,10,25,,
2016-12-22,1.1,,-0.4,0.4,0,4.2,2.8,9,,,
2016-12-23,1.9,,-0.5,0.7,0,0,0,9,26,,
2016-12-24,3,,-0.4,1.3,0.2,3.2,5.4,9,24,,
2016-12-25,2.9,,-11.3,-4.2,0,0,0,11,32,,
2016-12-26,2.2,,-12.6,-5.2,21.4,0,21.4,11,15,,
2016-12-27,7.1,,-0.3,3.4,0.4,0,0.4,6,23,,
2016-12-28,-0.2,,-8.2,-4.2,0,0,0,5,24,,
2016-12-29,0.7,,-6.6,-3,0,13.2,9.6,5,15,,
2016-12-30,-1.6,,-11.4,-6.5,0,0,0,14,26,,
2016-12-31,-8.6,,-15.3,-12,0,7,7,8,3,,
2017-01-01,-2.4,,-8.7,-5.6,0,2.8,2.4,12,28,,
2017-01-02,1.8,,-10.2,-4.2,0,0,0,6,,,
2017-01-03,0.5,,-5.8,-2.7,14.2,3.6,17.4,6,5,,
2017-01-04,2.5,,-5.6,-1.6,0.2,9,8,12,24,,
2017-01-05,-5.3,,-10.7,-8,0,0,0,13,24,,
2017-01-06,-7.7,,-16.4,-12.1,0,0,0,13,10,,
2017-01-07,-9.6,,-18.9,-14.3,0,0,0,13,,,
2017-01-08,-10.9,,-20.3,-15.6,0,0,0,12,30,,
2017-01-09,-7,,-21.9,-14.5,0,0.4,0.4,11,15,,
2017-01-10,1.3,,-8.3,-3.5,1.2,1,2.2,11,15,,
2017-01-11,5.7,,1.2,3.5,3,0,3,10,22,,
2017-01-12,5,,-0.9,2.1,10,0,10,4,26,,
2017-01-13,-0.4,,-14.9,-7.7,0.4,0,0.4,2,28,,
2017-01-14,-7.1,,-17.2,-12.2,0,0,0,1,18,,
2017-01-15,-7.4,,-11.3,-9.4,0,0,0,1,,,
2017-01-16,2.7,,-9,-3.2,0,0,0,1,23,,
2017-01-17,-0.4,,-5.3,-2.9,0,1.4,1.4,1,4,,
2017-01-18,-1.3,,-5.3,-3.3,0.6,6.8,7,3,4,,
2017-01-19,2,,-1.3,0.4,0,0,0,4,26,,
2017-01-20,2.2,,0.2,1.2,0,0,0,3,,,
2017-01-21,2.1,,0.3,1.2,0.6,0,0.6,2,,,
2017-01-22,2.1,,-2.6,-0.3,0,0,0,1,4,,
2017-01-23,-0.1,,-3.8,-2,0,0,0,0,5,,
2017-01-24,-2.3,,-3.8,-3.1,5.6,7,12.4,0,3,,
2017-01-25,0.3,,-2.4,-1.1,0,3.2,2.6,4,24,,
2017-01-26,1.4,,0.1,0.8,0,2.2,1.6,5,25,,
2017-01-27,0.8,,-3.1,-1.2,0,3.6,2.6,4,25,,
2017-01-28,0.2,,-3,-1.4,0,0.2,0.2,5,26,,
2017-01-29,-0.3,,-6.5,-3.4,0,1,1,5,22,,
2017-01-30,-6.4,,-13.7,-10.1,0,0,0,5,23,,
2017-01-31,-7.2,,-17.6,-12.4,0,0,0,5,,,
2017-02-01,-6.3,,-13.9,-10.1,0,2.2,1.8,5,2,,
2017-02-02,-5.7,,-10.7,-8.2,0,0.6,0.6,6,27,,
2017-02-03,-5.3,,-9.9,-7.6,0,0,0,6,27,,
2017-02-04,-3.4,,-13.2,-8.3,0,0,0,6,27,,
2017-02-05,-0.4,,-7.7,-4.1,,0.4,0.2,6,30,,
2017-02-06,-7.6,,-13.6,-10.6,0,1.2,1.2,6,30,,
2017-02-07,1.1,,-12,-5.5,12,10.4,23.4,8,5,,
2017-02-08,3.9,,-9.8,-3,9.4,0,9.4,8,28,,
2017-02-09,-9.8,,-15.3,-12.6,0,0,0,7,2,,
2017-02-10,-12.9,,-16.2,-14.6,0,0,0,7,28,,
2017-02-11,-10.4,,-13.9,-12.2,0,3.2,2,8,4,,
2017-02-12,-2.9,,-13.6,-8.3,0,23,24,9,6,,
2017-02-13,-3,,-8,-5.5,0,3,3,25,0,,
2017-02-14,-3.5,,-11.9,-7.7,0,2,1.6,25,,,
2017-02-15,-2.8,,-6.4,-4.6,0,8.6,7.4,27,2,,
2017-02-16,-2,,-4.9,-3.5,0,3.4,3.4,29,28,,
2017-02-17,-2.8,,-9.1,-6,0,0,0,29,24,,
2017-02-18,7.6,,-5.7,1,0,0,0,22,23,,
2017-02-19,8,,0.5,4.3,0,0,0,12,26,,
2017-02-20,0.5,,-7,-3.3,0,0,0,8,35,,
2017-02-21,3.3,,-8.2,-2.5,0,0,0,7,10,,
2017-02-22,6.5,,0,3.3,0,0,0,5,,,
2017-02-23,12.3,,1.4,6.9,0.6,0,0.6,3,24,,
2017-02-24,4.4,,0.6,2.5,1.4,0,1.4,0,3,,
2017-02-25,14.5,,0.1,7.3,26,0,26,0,23,,
2017-02-26,1.9,,-4.8,-1.5,0,0,0,0,27,,
2017-02-27,5.6,,-2,1.8,0,0,0,0,23,,
2017-02-28,8.3,,-4.6,1.9,0.2,0,0.2,,13,,
2017-03-01,7.3,,1.9,4.6,15.6,0,15.6,,26,,
2017-03-02,5.5,,-10.2,-2.4,0,0.4,0.4,0,26,,
2017-03-03,-8,,-14.3,-11.2,0,0,0,0,31,,
2017-03-04,-12.3,,-17.6,-15,0,0,0,0,29,,
2017-03-05,-6.2,,-17.5,-11.9,0,0,0,0,23,,
2017-03-06,0.7,,-12.9,-6.1,7,0,7,0,4,,
2017-03-07,6,,-2.9,1.6,7.8,0,7.8,,15,,
2017-03-08,10.4,,1.2,5.8,4.2,0.4,4.6,,23,,
2017-03-09,1.9,,-5.9,-2,0,0.4,0.4,,26,,
2017-03-10,-4.8,,-19,-11.9,0,2.6,2.6,0,31,,
2017-03-11,-15.2,,-20.8,-18,0,0,0,0,29,,
2017-03-12,-10.3,,-17.2,-13.8,0,0,0,,27,,
2017-03-13,-8.3,,-15.8,-12.1,0,0,0,,,,
2017-03-14,-7.6,,-9.3,-8.5,0,31.6,31.6,0,7,,
2017-03-15,-4.2,,-8.1,-6.2,0,7.8,7.8,28,33,,
2017-03-16,-3.4,,-9.9,-6.7,0,0.2,0.2,23,26,,
2017-03-17,-2.3,,-12,-7.2,0,0,0,20,22,,
2017-03-18,0.4,,-15,-7.3,0,0,0,17,4,,
2017-03-19,3,,-9.2,-3.1,0,0,0,15,,,
2017-03-20,5.1,,-7.5,-1.2,0,0,0,13,,,
2017-03-21,3.6,,-3,0.3,0.2,0.2,0.4,9,34,,
2017-03-22,-3.1,,-13.2,-8.2,0,0,0,8,33,,
2017-03-23,0.3,,-11.4,-5.6,0,0,0,8,26,,
2017-03-24,0.1,,-2.7,-1.3,0,11.4,11,5,,,
2017-03-25,2.3,,-7.9,-2.8,0,0,0,13,2,,
2017-03-26,1.5,,-8.1,-3.3,1,0,1,11,3,,
2017-03-27,4,,1,2.5,10.2,0,10.2,8,,,
2017-03-28,4.8,,0.8,2.8,3.6,0,3.6,4,,,
2017-03-29,6.3,,1.7,4,0,0,0,2,35,,
2017-03-30,5.6,,-0.3,2.7,,,,2,,,
2017-03-31,5.2,,0.1,2.7,2,2.6,10.4,1,5,,
2017-04-01,2.4,,0.2,1.3,0,3.6,3.6,3,,,
2017-04-02,9.9,,-0.6,4.7,0,0,0,0,27,,
2017-04-03,8.7,,-2.4,3.2,0,0,0,0,4,,
2017-04-04,5.6,,2.1,3.9,36.2,0,36.2,,12,,
2017-04-05,7.6,,3.8,5.7,2.8,0,2.8,,26,,
2017-04-06,5.1,,2,3.6,35.8,0,35.8,,2,,
2017-04-07,5.5,,1.4,3.5,9.6,0,9.6,,3,,
2017-04-08,8.2,,0.4,4.3,0,0,0,0,33,,
2017-04-09,16,,-2.2,6.9,0,0,0,,,,
2017-04-10,25.6,,8.2,16.9,1.4,0,1.4,,25,,
2017-04-11,14.1,,4.7,9.4,3.8,0,3.8,,4,,
2017-04-12,10.1,,4.2,7.2,2.2,0,2.2,,24,,
2017-04-13,14.2,,1.8,8,0,0,0,,28,,
2017-04-14,14.3,,-0.8,6.8,0,0,0,,,,
2017-04-15,19,,2.9,11,3.8,0,3.8,,23,,
2017-04-16,15.6,,8,11.8,14.8,0,14.8,,1,,
2017-04-17,8.8,,3.4,6.1,1.6,0,1.6,,25,,
2017-04-18,9.5,,0.6,5.1,0,0,0,,7,,
2017-04-19,9.7,,5.3,7.5,18.2,0,18.2,,15,,
2017-04-20,10,,5.2,7.6,0,0,0,,8,,
2017-04-21,12.2,,6.9,9.6,8.4,0,8.4,,15,,
2017-04-22,9.7,,4.1,6.9,0.2,0,0.2,,29,,
2017-04-23,18,,0.7,9.4,0,0,0,,23,,
2017-04-24,9.5,,0.4,5,0,0,0,,4,,
2017-04-25,15.2,,1.8,8.5,6.6,0,6.6,,13,,
2017-04-26,16.2,,8.8,12.5,1.2,0,1.2,,2,,
2017-04-27,25.3,,10.3,17.8,0,0,0,,8,,
2017-04-28,20.8,,9.4,15.1,0.6,0,0.6,,23,,
2017-04-29,19.4,,4.4,11.9,0,0,0,,27,,
2017-04-30,7.1,,1.7,4.4,9,0,9,,5,,
2017-05-01,9.7,,5.5,7.6,37.2,0,37.2,,27,,
2017-05-02,16.4,,7.5,12,0,0,0,,22,,
2017-05-03,12.8,,3.1,8,0.2,0,0.2,,29,,
2017-05-04,16.2,,2.2,9.2,0.2,0,0.2,,23,,
2017-05-05,10,,6.8,8.4,22,0,22,,12,,
2017-05-06,21.9,,6.8,14.4,9.4,0,9.4,,12,,
2017-05-07,10.5,,3.2,6.9,6.6,0,6.6,,23,,
2017-05-08,6.1,,0.8,3.5,0,0,0,,23,,
2017-05-09,8.8,,0.6,4.7,0,0,0,,,,
2017-05-10,12.6,,2.5,7.6,0,0,0,,1,,
2017-05-11,13.2,,6,9.6,0,0,0,,3,,
2017-05-12,18.7,,7.1,12.9,0,0,0,,5,,
2017-05-13,18.9,,9,14,2,0,2,,14,,
2017-05-14,13.1,,8.8,11,4.6,0,4.6,,1,,
2017-05-15,22.8,,9.3,16.1,0,0,0,,1,,
2017-05-16,22.9,,7.9,15.4,0,0,0,,23,,
2017-05-17,29.3,,14.1,21.7,0,0,0,,23,,
2017-05-18,30.4,,18.7,24.6,0.6,0,0.6,,24,,
2017-05-19,19.6,,8,13.8,0,0,0,,1,,
2017-05-20,18.2,,5.6,11.9,0,0,0,,3,,
2017-05-21,19.9,,8.3,14.1,2.8,0,2.8,,9,,
2017-05-22,14.3,,9.8,12.1,7.2,0,7.2,,15,,
2017-05-23,21.1,,9.9,15.5,0,0,0,,19,,
2017-05-24,24.5,,10.2,17.4,0,0,0,,,,
2017-05-25,20.4,,12.6,16.5,11,0,11,,7,,
2017-05-26,14.1,,11.5,12.8,1.6,0,1.6,,3,,
2017-05-27,22.8,,11,16.9,0,0,0,,,,
